URL,Size,Number of outlinks,Content Type
https://www.wsj.com/articles/when-governments-refuse-to-choose-1523574473,1031075,260,text/html
http://www.wsj.com/public/page/archive-2018-9-23.html,125704,490,text/html
https://www.wsj.com/articles/reignited-rally-sets-off-talk-of-100-oil-1538305201,1032350,260,text/html
http://www.wsj.com/public/page/archive-2018-1-21.html,157180,556,text/html
http://www.wsj.com/public/page/etf-mutual-funds.html,151171,289,text/html
https://www.wsj.com/articles/son-of-u-s-marine-elected-governor-of-okinawa-1538316160,1031581,260,text/html
https://www.wsj.com/articles/college-and-coding-boot-camp-find-a-way-to-team-up-1538344523,1034112,262,text/html
http://www.wsj.com/public/page/archive-2018-4-14.html,142446,524,text/html
http://www.wsj.com/public/page/archive-2018-7-19.html,196880,644,text/html
https://www.wsj.com/articles/trump-says-he-and-kim-jong-un-fell-in-love-1538336604,1033171,260,text/html
http://www.wsj.com/public/page/archive-2018-6-04.html,175100,593,text/html
http://www.wsj.com/public/page/archive-2018-2-28.html,189341,626,text/html
http://www.wsj.com/public/page/archive-2018-6-01.html,188542,622,text/html
http://www.wsj.com/public/page/archive-2018-5-14.html,185488,614,text/html
https://www.wsj.com/articles/u-s-takes-on-russias-favorite-money-haven-cyprus-1538316001,1033955,261,text/html
http://www.wsj.com/public/page/archive-2018-9-19.html,125705,490,text/html
http://www.wsj.com/public/page/archive-2013-1-1.html,190872,722,text/html
http://www.wsj.com/public/page/archive-2018-3-15.html,202043,645,text/html
http://www.wsj.com/public/page/archive-2018-2-17.html,138376,516,text/html
http://www.wsj.com/public/page/archive-2018-7-28.html,134862,513,text/html
http://www.wsj.com/public/page/archive-2018-4-08.html,160021,565,text/html
http://www.wsj.com/public/page/archive-2018-3-24.html,136150,514,text/html
http://www.wsj.com/public/page/archive-2018-2-05.html,187207,620,text/html
http://www.wsj.com/public/page/archive-2018-4-20.html,193676,631,text/html
http://www.wsj.com/public/page/archive-2018-5-24.html,196774,640,text/html
http://www.wsj.com/public/page/archive-2018-7-17.html,181587,607,text/html
http://www.wsj.com/public/page/archive-2018-2-13.html,203174,660,text/html
https://www.wsj.com/articles/tesla-needs-board-to-choose-outsider-as-chairman-1538350555,1034929,263,text/html
http://www.wsj.com/public/page/archive-2015-1-1.html,194855,713,text/html
http://www.wsj.com/public/page/archive-2018-4-10.html,188492,621,text/html
http://www.wsj.com/public/page/archive-2018-9-25.html,125704,490,text/html
http://www.wsj.com/public/page/archive-2018-6-11.html,179468,604,text/html
http://www.wsj.com/public/page/archive-2018-5-03.html,202943,653,text/html
http://www.wsj.com/public/page/archive-2018-3-02.html,182365,611,text/html
http://www.wsj.com/public/page/archive-2018-1-18.html,201090,648,text/html
http://www.wsj.com/public/page/archive-2018-8-16.html,185429,624,text/html
http://www.wsj.com/public/page/archive-2018-8-01.html,194705,635,text/html
https://www.wsj.com/articles/husky-makes-unsolicited-bid-to-fellow-canadian-oil-firm-meg-1538346166,1032645,260,text/html
http://www.wsj.com/public/page/archive-2018-8-26.html,154240,550,text/html
http://www.wsj.com/public/page/archive-2018-1-01.html,146096,538,text/html
http://www.wsj.com/public/page/archive-2018-2-12.html,178692,605,text/html
http://www.wsj.com/public/page/archive-2018-4-17.html,187824,619,text/html
https://www.wsj.com/articles/russia-wages-a-religious-war-against-ukraine-1538329125,1030811,257,text/html
http://www.wsj.com/public/page/archive-2018-6-23.html,135957,514,text/html
http://www.wsj.com/public/page/archive-2018-6-24.html,156692,556,text/html
http://www.wsj.com/public/page/archive-2018-5-13.html,153007,548,text/html
https://www.wsj.com/articles/workers-scramble-to-rescue-survivors-of-indonesia-quake-and-tsunami-as-death-toll-rises-1538304713,1036896,259,text/html
http://www.wsj.com/public/page/archive-2018-2-10.html,140802,524,text/html
http://www.wsj.com/public/page/news-financial-markets-deals.html,148625,285,text/html
http://www.wsj.com/public/page/archive-2018-5-28.html,161869,569,text/html
http://www.wsj.com/public/page/archive-2018-8-28.html,181358,608,text/html
http://www.wsj.com/public/page/archive-2018-2-22.html,198779,644,text/html
http://www.wsj.com/public/page/archive-2018-6-02.html,135719,514,text/html
http://www.wsj.com/public/page/archive-2018-6-06.html,194266,633,text/html
http://www.wsj.com/public/page/archive-2018-4-22.html,162287,568,text/html
http://www.wsj.com/public/page/archive-2018-3-31.html,136134,514,text/html
https://www.wsj.com/articles/ignore-our-numbersplease-1538338010,1030992,260,text/html
https://www.wsj.com/articles/the-qwerty-days-are-almost-over-1538312400,1034279,261,text/html
http://www.wsj.com/public/page/archive-2018-6-18.html,175650,599,text/html
http://www.wsj.com/public/page/archive-2018-4-24.html,193964,635,text/html
http://www.wsj.com/public/page/archive-2018-9-16.html,125705,490,text/html
http://www.wsj.com/public/page/archive-2018-3-27.html,187059,619,text/html
http://www.wsj.com/public/page/archive-2018-7-25.html,190038,632,text/html
http://www.wsj.com/public/page/archive-2018-5-22.html,180869,607,text/html
http://www.wsj.com/public/page/archive-2018-8-19.html,148040,539,text/html
http://www.wsj.com/public/page/archive-2018-2-19.html,165807,579,text/html
http://www.wsj.com/public/page/archive-2018-2-08.html,196369,638,text/html
http://www.wsj.com/public/page/archive-2018-5-29.html,185897,622,text/html
http://www.wsj.com/public/page/archive-2018-1-08.html,185910,623,text/html
http://www.wsj.com/public/page/archive-2018-3-14.html,197674,640,text/html
http://www.wsj.com/public/page/archive-2018-2-03.html,134767,509,text/html
http://www.wsj.com/public/page/archive-2018-9-15.html,136190,513,text/html
http://www.wsj.com/public/page/archive-2018-2-20.html,178229,603,text/html
http://www.wsj.com/public/page/archive-2018-7-30.html,169883,587,text/html
http://www.wsj.com/public/page/archive-2018-6-21.html,198788,643,text/html
http://www.wsj.com/public/page/archive-2018-1-22.html,194990,637,text/html
http://www.wsj.com/public/page/archive-2011-1-1.html,140832,582,text/html
http://www.wsj.com/public/page/archive-2018-7-24.html,197099,643,text/html
http://www.wsj.com/public/page/archive-2018-9-27.html,125705,490,text/html
http://www.wsj.com/public/page/archive-2018-9-06.html,209321,671,text/html
http://www.wsj.com/public/page/archive-2018-9-14.html,124023,489,text/html
http://www.wsj.com/public/page/archive-2018-8-12.html,158006,560,text/html
http://www.wsj.com/public/page/archive-2018-3-07.html,191176,627,text/html
http://www.wsj.com/public/page/archive-2018-5-02.html,188658,627,text/html
http://www.wsj.com/public/page/archive-2018-1-31.html,198684,645,text/html
http://www.wsj.com/public/page/archive-2018-4-25.html,205402,660,text/html
http://www.wsj.com/public/page/news-currency-currencies-trading.html,148581,262,text/html
http://www.wsj.com/public/page/archive-2018-7-15.html,155004,552,text/html
http://www.wsj.com/public/page/archive-2018-1-25.html,198684,641,text/html
https://www.wsj.com/articles/chinas-economy-losing-steam-as-trade-conflict-with-u-s-intensifies-1538305300,1032931,257,text/html
http://www.wsj.com/public/page/archive-2018-9-12.html,197403,645,text/html
https://www.wsj.com/articles/consumers-drive-the-economy-stock-market-higher-1538319601,1034049,258,text/html
https://www.wsj.com/articles/supreme-court-opens-new-term-without-ninth-justice-in-place-1538308800,1036838,262,text/html
http://www.wsj.com/public/page/archive-2018-6-12.html,189860,624,text/html
http://www.wsj.com/public/page/archive-2010-2-1.html,195284,581,text/html
https://www.wsj.com/articles/the-eus-hungary-problem-is-the-eu-1519950434,1030127,260,text/html
https://www.wsj.com/articles/an-american-heavyweight-infiltrates-russian-politicsand-the-russians-are-all-for-it-1538329686,1033905,260,text/html
http://www.wsj.com/public/page/archive-2018-9-03.html,163583,575,text/html
http://www.wsj.com/public/page/real-estate-luxury.html,163208,301,text/html
http://www.wsj.com/public/page/archive-2018-4-30.html,185455,620,text/html
http://www.wsj.com/public/page/archive-2018-3-09.html,197246,639,text/html
http://www.wsj.com/public/page/archive-2018-4-05.html,193473,637,text/html
https://www.wsj.com/articles/consumers-make-their-own-case-against-abolishing-cash-1521153384,1030684,260,text/html
http://www.wsj.com/public/page/archive-2012-1-1.html,144290,603,text/html
http://www.wsj.com/public/page/archive-2018-3-22.html,202536,651,text/html
http://www.wsj.com/public/page/archive-2018-9-08.html,125704,490,text/html
http://www.wsj.com/public/page/archive-2018-6-07.html,195639,634,text/html
http://www.wsj.com/public/page/archive-2018-2-25.html,165537,575,text/html
http://www.wsj.com/public/page/archive-2018-3-18.html,158853,558,text/html
http://www.wsj.com/public/page/archive-2018-5-11.html,175232,599,text/html
http://www.wsj.com/public/page/archive-2018-3-08.html,197291,640,text/html
http://www.wsj.com/news/author/8594,554158,271,text/html
http://www.wsj.com/public/page/archive-2018-4-29.html,153671,552,text/html
https://www.wsj.com/articles/flattening-yield-curve-raises-caution-flag-on-economy-1538312401,1033514,259,text/html
http://www.wsj.com/public/page/archive-2018-7-26.html,207785,666,text/html
http://www.wsj.com/public/page/archive-2018-1-30.html,188072,620,text/html
http://www.wsj.com/public/page/archive-2018-2-07.html,196122,640,text/html
http://www.wsj.com/public/page/archive-2018-8-18.html,137876,516,text/html
https://www.wsj.com/articles/lets-throw-a-patent-burning-party-1538329275,1031822,257,text/html
https://www.wsj.com/articles/the-sick-man-of-europe-risks-a-relapse-1532038972,1031384,260,text/html
http://www.wsj.com/public/page/archive-2018-8-02.html,189863,626,text/html
http://www.wsj.com/public/page/archive-2017-1-1.html,146264,604,text/html
http://www.wsj.com/public/page/archive-2018-6-15.html,191990,628,text/html
http://www.wsj.com/public/page/archive-2018-5-05.html,134264,511,text/html
https://www.wsj.com/articles/california-enacts-net-neutrality-in-defiance-of-trump-administration-1538355513,1036534,261,text/html
http://www.wsj.com/public/page/archive-2018-2-15.html,203100,652,text/html
https://www.wsj.com/articles/dont-count-on-an-aging-germany-to-save-the-euro-1529623375,1030947,260,text/html
http://www.wsj.com/public/page/archive-2018-9-07.html,181759,610,text/html
https://www.wsj.com/articles/founding-martyr-review-the-hero-on-bunker-hill-1538329216,1031281,257,text/html
http://www.wsj.com/public/page/archive-2018-4-02.html,177224,601,text/html
http://www.wsj.com/public/page/archive-2018-8-29.html,180306,607,text/html
https://www.wsj.com/articles/thyssenkrupp-board-supports-company-split-new-ceo-1538318778,1033552,259,text/html
https://www.wsj.com/articles/american-warship-sails-near-spratly-islands-challenging-china-1538290867,1035992,262,text/html
http://www.wsj.com/public/page/archive-2018-8-10.html,176068,602,text/html
http://www.wsj.com/public/page/archive-2018-6-14.html,199670,646,text/html
http://www.wsj.com/public/page/archive-2018-9-21.html,125705,490,text/html
http://www.wsj.com/public/page/archive-2018-5-08.html,190758,626,text/html
https://www.wsj.com/articles/car-makers-turning-north-africa-into-auto-hub-1538323200,942517,134,text/html
https://www.wsj.com/articles/wall-streets-biggest-business-braces-for-lackluster-third-quarter-results-1538323317,941873,133,text/html
http://www.wsj.com/public/page/archive-2018-1-09.html,191078,628,text/html
https://www.wsj.com/articles/feinsteins-temperament-gambit-1538337954,939526,134,text/html
http://www.wsj.com/public/page/archive-2018-1-29.html,179857,603,text/html
http://www.wsj.com/public/page/archive-2018-8-14.html,183567,613,text/html
http://www.wsj.com/public/page/archive-2018-9-18.html,189632,628,text/html
http://www.wsj.com/public/page/archive-2018-9-20.html,197293,644,text/html
http://www.wsj.com/public/page/archive-2018-7-14.html,137075,516,text/html
http://www.wsj.com/news/markets/bonds,655438,155,text/html
http://www.wsj.com/public/page/archive-2018-8-08.html,194787,632,text/html
http://www.wsj.com/public/page/archive-2018-5-16.html,191550,629,text/html
http://www.wsj.com/public/page/archive-2018-5-26.html,134249,508,text/html
http://www.wsj.com/public/page/archive-2018-8-21.html,177226,599,text/html
http://www.wsj.com/public/page/archive-2018-2-24.html,133661,508,text/html
https://www.wsj.com/articles/brazils-trumpian-candidate-1538329424,940903,134,text/html
http://www.wsj.com/public/page/archive-2018-6-16.html,138820,518,text/html
http://www.wsj.com/public/page/archive-2018-1-06.html,134311,509,text/html
http://www.wsj.com/public/page/archive-2018-3-03.html,136102,514,text/html
http://www.wsj.com/public/page/archive-2018-2-27.html,190875,628,text/html
http://www.wsj.com/public/page/archive-2018-3-04.html,160252,564,text/html
http://www.wsj.com/public/page/archive-2018-3-23.html,191182,629,text/html
http://www.wsj.com/public/page/archive-2018-6-13.html,189864,626,text/html
http://www.wsj.com/public/page/archive-2018-5-30.html,189342,626,text/html
http://www.wsj.com/news/author/8003,527987,145,text/html
http://www.wsj.com/public/page/archive-2018-5-12.html,134606,511,text/html
http://www.wsj.com/public/page/archive-2018-5-20.html,156397,556,text/html
https://www.wsj.com/articles/big-u-s-banks-face-increase-in-attempted-cyberattacks-1538317920,943528,136,text/html
http://www.wsj.com/public/page/archive-2018-4-04.html,184708,616,text/html
http://www.wsj.com/public/page/archive-2018-5-19.html,136827,514,text/html
https://www.wsj.com/articles/oracle-loses-top-cloud-computing-executive-1538178774,939963,133,text/html
https://www.wsj.com/articles/one-year-later-experts-dig-deeper-to-find-vegas-shooters-motive-1538305200,945088,133,text/html
http://www.wsj.com/public/page/archive-2018-9-28.html,124024,489,text/html
http://www.wsj.com/public/page/archive-2018-3-21.html,198817,640,text/html
http://www.wsj.com/public/page/archive-2018-5-01.html,189559,626,text/html
https://www.wsj.com/articles/the-u-s-funds-guatemalan-abuse-1534707971,940200,134,text/html
http://www.wsj.com/public/page/archive-2018-8-20.html,168924,587,text/html
http://www.wsj.com/public/page/archive-2018-7-11.html,185971,616,text/html
https://www.wsj.com/articles/pakistan-pursues-saudi-role-in-chinas-infrastructure-program-1538330703,946090,135,text/html
http://www.wsj.com/public/page/archive-2018-5-04.html,181822,610,text/html
https://www.wsj.com/articles/for-rent-98-square-foot-br-in-co-living-apt-community-included-1538053200,942364,135,text/html
http://www.wsj.com/public/page/archive-2018-4-26.html,210467,669,text/html
http://www.wsj.com/public/page/archive-2018-5-09.html,185116,614,text/html
https://www.wsj.com/articles/the-rocky-path-to-a-new-nafta-1533496770,939638,134,text/html
http://www.wsj.com/public/page/archive-2018-8-03.html,189056,624,text/html
http://www.wsj.com/public/page/archive-2018-4-23.html,183053,611,text/html
http://www.wsj.com/public/page/archive-2018-7-07.html,137608,514,text/html
https://www.wsj.com/articles/a-comedy-grabs-no-1-spot-at-box-office-1538334887,937712,131,text/html
https://www.wsj.com/articles/the-elusive-art-of-going-viral-on-twitter-1538074239,938545,131,text/html
http://www.wsj.com/public/page/archive-2018-7-18.html,185690,619,text/html
https://www.wsj.com/articles/u-s-canada-scramble-for-nafta-deal-beforemidnightdeadline-1538330067,944416,135,text/html
http://www.wsj.com/public/page/archive-2018-2-11.html,159817,566,text/html
https://www.wsj.com/articles/shootings-thrust-gun-control-into-midterm-campaign-ads-1537263001,889525,34,text/html
https://www.wsj.com/articles/corrections-amplifications-1538192704,935605,129,text/html
https://www.wsj.com/articles/facebook-to-banks-give-us-your-data-well-give-you-our-users-1533564049,947304,139,text/html
https://www.wsj.com/articles/house-republicans-press-google-for-more-transparency-in-search-1538161209,943171,133,text/html
http://www.wsj.com/public/page/archive-2018-9-11.html,177601,599,text/html
https://www.wsj.com/articles/the-cyberthreats-that-most-worry-election-officials-1537322820,963188,163,text/html
https://www.wsj.com/articles/oil-gains-after-u-s-holds-fire-on-opening-reserves-1538043128,942992,135,text/html
https://www.wsj.com/articles/vox-media-on-pace-to-miss-revenue-target-as-digital-advertising-disappoints-1537742167,943711,135,text/html
http://www.wsj.com/public/page/news-career-jobs.html,182949,305,text/html
https://www.wsj.com/articles/emerging-markets-double-whammy-expensive-oil-weak-currencies-1538132400,943816,133,text/html
http://www.wsj.com/public/page/archive-2018-7-22.html,153764,551,text/html
http://www.wsj.com/public/page/archive-2018-3-06.html,195436,634,text/html
https://www.wsj.com/articles/fcc-moves-to-free-up-more-airwaves-1538422466,942989,136,text/html
https://www.wsj.com/articles/californias-green-rules-hurt-the-poor-more-1537740180,938127,131,text/html
https://www.wsj.com/articles/qualcomm-faces-demise-of-nxp-deal-as-u-s-china-trade-fight-rumbles-on-1532351897,946118,133,text/html
https://www.wsj.com/articles/robert-greenblatt-chairman-of-nbc-entertainment-to-step-down-1537808400,942559,133,text/html
http://www.wsj.com/public/page/archive-2018-1-04.html,190931,629,text/html
https://www.wsj.com/articles/basf-letterone-inch-closer-to-creating-new-energy-player-1538141412,942581,134,text/html
https://www.wsj.com/articles/japanese-startups-chase-otherworldly-opportunities-1537957703,943416,133,text/html
https://www.wsj.com/articles/the-real-victim-of-oil-above-80-turkey-1537888714,939892,133,text/html
https://www.wsj.com/articles/google-ceo-tells-employees-company-isnt-close-to-launching-search-engine-in-china-1534468540,942772,132,text/html
https://www.wsj.com/articles/federal-prosecutors-probe-ad-industrys-media-buying-practices-1538078020,943711,136,text/html
https://www.wsj.com/articles/dont-let-jim-mattis-get-away-1538329154,939174,130,text/html
https://www.wsj.com/articles/stocks-to-watch-nordstrom-chevron-chipotle-mexican-grill-1537787174,945235,133,text/html
https://www.wsj.com/articles/six-palestinians-die-in-clashes-at-gaza-israel-border-1538158029,942095,133,text/html
https://www.wsj.com/articles/jack-ma-removes-himself-as-owner-of-alibaba-business-licenses-1538365628,943538,133,text/html
https://www.wsj.com/articles/oils-rise-puts-asia-on-a-slippery-slope-1538032954,940794,133,text/html
http://www.wsj.com/public/page/archive-2018-9-13.html,199325,646,text/html
https://www.wsj.com/articles/circle-of-life-elton-john-stays-with-music-label-1537537457,889006,34,text/html
http://www.wsj.com/public/page/archive-2018-6-09.html,139176,520,text/html
https://www.wsj.com/articles/cargomatic-gets-new-funding-as-rebuilding-effort-gains-traction-1534341629,962953,148,text/html
https://www.wsj.com/articles/ge-ceo-to-staff-keep-your-chin-up-1538163972,941120,135,text/html
https://www.wsj.com/articles/how-china-systematically-pries-technology-from-u-s-companies-1537972066,945422,134,text/html
http://www.wsj.com/public/page/archive-2018-5-27.html,141132,521,text/html
https://www.wsj.com/articles/companies-wary-of-cyberattacks-phishing-during-hurricanes-1536854401,941298,130,text/html
https://www.wsj.com/articles/digital-publisher-mic-network-is-considering-acquisition-offer-from-media-company-1537543910,941239,133,text/html
https://www.wsj.com/articles/what-i-learned-from-having-steve-jobs-swear-at-me-1538054700,940180,131,text/html
https://www.wsj.com/articles/pressed-by-trump-opec-fears-oil-gluts-return-1537899988,943013,136,text/html
https://www.wsj.com/amp/articles/short-handed-supreme-court-hears-endangered-species-case-1538423557,51854,31,text/html
https://www.wsj.com/articles/project44-gets-45-million-in-funding-for-freight-tech-expansion-1538386201,961946,141,text/html
https://www.wsj.com/articles/bustle-owner-plans-to-double-down-on-gawker-1537211032,971189,139,text/html
http://www.wsj.com/public/page/archive-2018-2-16.html,190251,629,text/html
https://www.wsj.com/articles/amazon-continues-profit-streak-1532635804,942629,134,text/html
https://www.wsj.com/articles/who-decides-whether-its-too-soon-in-22-july-paul-greengrass-confronts-a-mass-killing-in-norway-1538233197,889465,32,text/html
https://www.wsj.com/articles/how-to-check-if-your-facebook-account-was-breached-1538165860,941608,133,text/html
https://www.wsj.com/articles/cme-group-to-launch-new-wti-contract-with-houston-delivery-1537794565,941731,133,text/html
https://www.wsj.com/articles/justice-department-has-ordered-key-chinese-state-media-firms-to-register-as-foreign-agents-1537296756,945361,135,text/html
https://www.wsj.com/articles/adobe-buys-marketing-automation-firm-marketo-for-4-75-billion-1537473995,970962,141,text/html
https://www.wsj.com/articles/earthquake-tsunami-kill-dozens-in-indonesia-1538204545,942887,133,text/html
https://www.wsj.com/articles/europes-bad-iran-bet-1537916797,939377,134,text/html
https://www.wsj.com/articles/networks-streaming-services-square-off-at-the-emmys-1537228136,942904,134,text/html
https://www.wsj.com/articles/energy-company-bonds-surge-on-rising-oil-prices-1538049600,941544,132,text/html
https://www.wsj.com/articles/elon-musk-stirs-controversy-on-twitter-in-wake-of-sec-settlement-1538432084,943739,133,text/html
https://www.wsj.com/articles/in-disneylands-hometown-once-warm-relations-have-frozen-1537801201,943379,135,text/html
https://www.wsj.com/articles/the-politics-of-destruction-1537831889,939176,134,text/html
http://www.wsj.com/public/page/archive-2018-3-28.html,180866,604,text/html
https://www.wsj.com/articles/google-earnings-hit-by-european-fine-1532376669,942526,133,text/html
https://www.wsj.com/articles/democrats-endorse-avenatti-1538004075,939122,134,text/html
https://www.wsj.com/articles/cbs-names-richard-parsons-as-interim-chairman-1537927156,940271,132,text/html
https://www.wsj.com/articles/intel-chip-shortage-ripples-through-pc-industry-1538153123,939968,133,text/html
https://www.wsj.com/articles/flood-shuts-down-n-c-power-plant-sweeps-waste-into-river-1537555052,961036,141,text/html
https://www.wsj.com/articles/buzzfeed-news-cuts-podcasting-team-to-focus-on-video-1537369455,969999,144,text/html
https://www.wsj.com/articles/motor-city-madness-1538089923,937902,134,text/html
https://www.wsj.com/articles/whole-foods-introduces-grocery-pickup-for-online-orders-1533700861,943102,133,text/html
http://www.wsj.com/public/page/archive-2018-1-14.html,136750,514,text/html
https://www.wsj.com/articles/californias-mortgage-raid-1537740610,939438,134,text/html
https://www.wsj.com/articles/sky-takeover-explained-1523539364,935717,129,text/html
https://www.wsj.com/articles/please-comb-your-hair-phones-with-facial-recognition-get-judgmental-with-their-owners-1537887972,944963,133,text/html
https://www.wsj.com/news/author/1268,510056,146,text/html
https://www.wsj.com/articles/conductors-philharmonic-debut-is-a-high-note-in-holland-1537364494,941197,133,text/html
https://www.wsj.com/articles/another-new-boss-at-general-electric-1538436441,939427,134,text/html
http://www.wsj.com/public/page/archive-2018-8-31.html,185010,618,text/html
https://www.wsj.com/articles/throttling-the-5g-internet-1537916739,939543,134,text/html
https://www.wsj.com/articles/how-ai-can-help-stop-cyberattacks-1537322940,966402,164,text/html
https://www.wsj.com/articles/stocks-to-watch-tilray-jpmorgan-chase-red-hat-1537441409,943077,135,text/html
https://www.wsj.com/articles/how-dirty-money-disappears-into-the-black-hole-of-cryptocurrency-1538149743,945138,136,text/html
https://www.wsj.com/articles/u-s-reliance-on-obscure-imports-from-china-points-to-strategic-vulnerability-1537781400,946093,134,text/html
https://www.wsj.com/articles/bill-cosby-sentenced-to-3-to-10-years-in-prison-for-sexual-assault-1537899407,941382,134,text/html
https://www.wsj.com/articles/abandoned-it-integration-linked-to-danske-bank-failures-1537480505,67213,59,text/html
https://www.wsj.com/articles/silicon-valleys-supreme-salvation-1538004332,939963,134,text/html
http://www.wsj.com/public/page/archive-2018-3-13.html,190918,632,text/html
https://www.wsj.com/articles/artificial-intelligence-the-robots-are-now-hiring-moving-upstream-1537435820,980986,137,text/html
https://www.wsj.com/articles/blind-auction-complicates-bidding-for-sky-1537522201,945198,135,text/html
http://www.wsj.com/public/page/archive-2018-2-26.html,174984,594,text/html
https://www.wsj.com/articles/tech-firms-embattled-over-privacy-warm-to-federal-regulation-1533547800,943954,133,text/html
https://www.wsj.com/articles/longtime-facebook-executive-mosseri-takes-over-instagram-1538417773,941192,134,text/html
https://www.wsj.com/articles/short-handed-supreme-court-hears-endangered-species-case-1538423557,942447,136,text/html
https://www.wsj.com/articles/when-a-hurricane-ravages-your-hometown-1537632000,965804,145,text/html
https://www.wsj.com/articles/another-kavanaugh-flakeout-1538176574,939314,134,text/html
https://www.wsj.com/articles/the-homes-where-families-go-off-the-grid-1538059991,939845,131,text/html
https://www.wsj.com/articles/pro-athletes-beg-and-whine-for-faster-stronger-videogame-doubles-1538070559,891483,35,text/html
http://www.wsj.com/public/page/archive-2018-5-17.html,195507,639,text/html
https://www.wsj.com/articles/confirm-brett-kavanaugh-1538089143,938996,134,text/html
https://www.wsj.com/articles/shell-ceo-considers-new-natural-gas-bet-1537823310,942479,135,text/html
https://www.wsj.com/articles/salesforce-promotes-keith-block-to-co-ceo-1533704207,941872,135,text/html
https://www.wsj.com/articles/post-moonves-cbs-should-put-more-women-on-tv-1537869600,938916,131,text/html
https://www.wsj.com/news/author/7658,376173,131,text/html
http://www.wsj.com/public/page/archive-2018-7-06.html,185242,619,text/html
https://www.wsj.com/articles/iphone-xs-and-xs-max-review-sit-tight-for-the-xr-1537264800,943139,135,text/html
https://www.wsj.com/articles/lindsey-graham-says-stop-1538089494,937153,131,text/html
https://www.wsj.com/articles/u-s-to-close-consulate-in-basra-iraq-official-says-1538164084,941916,135,text/html
https://www.wsj.com/articles/microsoft-is-still-trying-to-find-cortanas-voice-1534239000,943625,135,text/html
https://www.wsj.com/amp/articles/2019-acura-rdx-have-high-tech-interfaces-gone-too-far-1538152937,52789,31,text/html
https://www.wsj.com/articles/smart-showers-brainy-tubs-the-rise-of-the-high-tech-bathroom-1537376117,939722,131,text/html
http://www.wsj.com/public/page/archive-2018-2-01.html,197208,640,text/html
https://www.wsj.com/articles/the-fed-gets-optimistic-1538004174,938126,134,text/html
https://www.wsj.com/articles/facebook-flaw-allowed-hackers-to-take-over-user-accounts-1538153947,944518,137,text/html
https://www.wsj.com/articles/top-u-s-diplomat-backed-continuing-support-for-saudi-war-in-yemen-over-objections-of-staff-1537441200,944959,133,text/html
https://www.wsj.com/articles/more-belt-and-road-backlash-1537832714,938863,134,text/html
http://www.wsj.com/public/page/archive-2018-4-15.html,157081,557,text/html
https://www.wsj.com/articles/linkedins-co-founder-warns-of-perils-in-regulating-big-tech-1537967181,945869,134,text/html
http://www.wsj.com/public/page/archive-2018-6-29.html,185675,623,text/html
https://www.wsj.com/articles/the-philippines-regresses-1538140950,938922,134,text/html
https://www.wsj.com/articles/jordan-scrambles-to-recoup-funds-for-palestinians-lost-to-u-s-cuts-1537358400,941624,133,text/html
https://www.wsj.com/articles/why-do-the-biggest-companies-keep-getting-bigger-its-how-they-spend-on-tech-1532610001,942938,135,text/html
https://www.wsj.com/articles/trump-administration-split-over-response-to-deaths-of-yemeni-children-1538132404,942115,133,text/html
https://www.wsj.com/video/musk-reveals-spacex-first-moon-tourist-a-japanese-billionaire/682651E1-A118-4F39-9EC4-C2705C44ABE9.html,77290,99,text/html
https://www.wsj.com/articles/putins-missiles-for-syria-1537832395,938744,134,text/html
https://www.wsj.com/articles/mary-page-marlowe-review-everywoman-in-ohio-1532021909,941045,134,text/html
https://www.wsj.com/articles/tesla-shares-bounce-back-after-friday-decline-1538405289,941958,133,text/html
https://www.wsj.com/articles/the-will-rogers-follies-review-return-of-the-singing-cowboy-1526584482,940317,134,text/html
https://www.wsj.com/articles/the-rebellion-at-justice-1537740521,939404,134,text/html
https://www.wsj.com/amp/articles/canadas-investment-banks-are-big-winners-in-marijuana-boom-1538394451,55579,47,text/html
https://www.wsj.com/articles/push-to-execute-saudi-clerics-rattles-kingdoms-power-structure-1537097475,944338,134,text/html
https://www.wsj.com/articles/sec-overkill-on-elon-musk-1538176272,938878,134,text/html
https://www.wsj.com/articles/slack-actively-preparing-for-early-2019-ipo-1538137541,941724,133,text/html
https://www.wsj.com/articles/bernhardt-hamlet-review-she-that-plays-the-prince-1537992031,941022,134,text/html
https://www.wsj.com/news/author/6135,322418,120,text/html
https://www.wsj.com/articles/trump-backs-two-state-solution-to-israeli-palestinian-conflict-1537992051,940749,133,text/html
https://www.wsj.com/news/author/8333,459922,144,text/html
https://www.wsj.com/articles/business-lessons-from-the-basketball-court-1520993280,962808,161,text/html
https://www.wsj.com/articles/trump-says-he-has-no-plans-to-meet-irans-rouhani-1537875289,941675,133,text/html
https://www.wsj.com/articles/grapes-of-union-wrath-1537570863,938465,134,text/html
https://www.wsj.com/articles/buried-child-review-digging-up-family-secrets-1538082253,940312,134,text/html
https://www.wsj.com/articles/no-sex-please-were-apple-iphone-giant-seeks-tv-success-on-its-own-terms-1537588880,945503,135,text/html
https://www.wsj.com/articles/peter-pan-review-a-modern-neverland-1531334036,939123,131,text/html
https://www.wsj.com/articles/100-chance-of-taxes-1538176110,938188,134,text/html
https://www.wsj.com/articles/europe-hopes-oil-demand-from-china-india-and-turkey-will-keep-iran-in-nuclear-deal-1537804075,945903,135,text/html
https://www.wsj.com/articles/truckers-get-digital-in-search-for-big-rigs-1536150603,975325,152,text/html
https://www.wsj.com/news/author/7819,374746,128,text/html
